[0.0, 0.0, 0.0, 1.0, 0.133973, -0.005758, -0.186647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, -1.8, 0.0, 0.9, -1.8, 0.0, 0.9, -1.8, 0.0, 0.9, -1.8]
[0.000184, -0.007224, -5.6e-05, 0.999974, 0.342312, 0.025835, -0.167554, 0.13782, -0.956808, -0.004715, -0.498574, 4.018912, 3.31241, 0.661837, 1.756021, 1.933456, -0.632835, 1.434657, 0.93064, 0.505865, 3.408507, 2.108888, -0.012963, 1.004492, -1.713877, 0.017208, 0.945657, -1.74973, -0.016454, 0.937301, -1.775803, 0.013152, 0.988621, -1.745169]
[0.011519, -0.018373, -0.001219, 0.999764, 0.461332, 0.124718, -0.17427, 1.318999, -0.844933, -0.415819, 0.492999, 8.636453, 1.882859, -0.314215, 4.607167, 2.545596, -1.095528, 2.999874, -1.607035, -0.955862, 3.390303, -2.036391, -0.000145, 1.22904, -1.664923, 0.009038, 1.065443, -1.683545, -0.044937, 1.015298, -1.817586, -0.0117, 1.076769, -1.798115]
[0.021829, -0.026738, -0.010028, 0.999354, 0.534967, 0.190801, -0.144422, 0.722104, -0.726027, -0.795858, -0.883015, 5.255539, -0.105879, -0.842404, 3.405336, 1.363453, -1.754972, 2.655981, -1.289127, 2.016827, 4.662796, -1.050829, -0.023103, 1.365684, -1.667676, -0.012864, 1.153982, -1.648095, -0.090567, 1.084353, -1.851104, 0.040738, 1.198002, -1.825437]
[0.027472, -0.032157, -0.021617, 0.998871, 0.574664, 0.161241, -0.167537, 0.08516, -0.097788, -0.811843, -2.635127, -0.283193, -0.431909, -0.865387, 2.275402, 0.474627, -2.11298, 1.966562, -0.311139, 7.124478, 4.00834, 0.711478, -0.091617, 1.358321, -1.678906, -0.035364, 1.213142, -1.635755, -0.145504, 1.135484, -1.859193, 0.225974, 1.302219, -1.806938]
[0.02679, -0.025236, -0.028815, 0.998907, 0.619049, 0.110023, -0.106254, -1.068793, 0.931839, -0.29538, -2.885493, -0.385887, -0.744675, -0.554969, 2.111885, -0.491891, -1.255839, 0.552488, 1.046105, 1.884548, -0.076921, 1.371019, -0.166639, 1.348287, -1.698267, -0.049794, 1.268051, -1.648544, -0.178156, 1.149849, -1.831994, 0.274972, 1.300219, -1.771292]
[0.009203, -0.011307, -0.027011, 0.999529, 0.696339, 0.111739, -0.000279, -1.579448, 0.983957, 0.624574, -3.318555, -0.441444, -2.432552, 0.810197, 2.032463, -1.142447, 1.128568, 0.210927, 1.723141, -1.480819, -3.97385, -1.738566, -0.252922, 1.33681, -1.761513, -0.028728, 1.320895, -1.678247, -0.148813, 1.155333, -1.787193, 0.236471, 1.196899, -1.816494]
[-0.005708, -0.005546, -0.016014, 0.99984, 0.767436, 0.115188, 0.120275, -0.394078, -0.00715, 0.967479, -0.938445, 0.166042, -4.226234, 0.624306, 1.493384, 0.352275, 1.709427, 1.630963, 1.48912, -1.585496, -5.759617, -2.263814, -0.277321, 1.341127, -1.871395, -0.012497, 1.359723, -1.669088, -0.104368, 1.197738, -1.748476, 0.195248, 1.047148, -1.875354]
[-0.002771, -0.007363, -0.004425, 0.999959, 0.827899, 0.060347, 0.136271, 0.637078, -0.219687, 0.721931, -0.001981, -0.767174, -5.154325, -0.684372, 0.574032, 2.456801, 0.399517, 2.261889, 1.664497, 0.605851, -2.73206, -0.408147, -0.277373, 1.321181, -2.005408, -0.03029, 1.374648, -1.605211, -0.093981, 1.256547, -1.705199, 0.211, 0.976115, -1.885965]
[0.004741, -0.010502, 0.002575, 0.99993, 0.831403, -0.036462, 0.104902, 0.513394, -0.294286, 0.310546, 0.266781, -2.771048, -3.25392, -0.810866, -0.039953, 3.800862, -0.167253, 1.765336, 2.433024, 1.528171, 0.629375, 1.237612, -0.270437, 1.249133, -2.09001, -0.051373, 1.373609, -1.506389, -0.098329, 1.302446, -1.64194, 0.250733, 0.992479, -1.853788]
[0.011582, -0.014341, 0.005376, 0.999816, 0.807982, -0.089434, -0.046421, 0.752644, -0.38586, 0.116251, 1.878023, -3.528317, -0.739809, -0.434696, -0.343945, 4.473257, -0.744195, 1.392379, 2.113967, 1.051828, 1.463483, 2.927849, -0.221608, 1.157397, -2.109245, -0.062675, 1.364667, -1.390084, -0.117678, 1.338647, -1.586977, 0.27808, 1.030529, -1.777663]
